# id	ось	причина(обязательна для «не ложится»)
# Заполняет заход kod_razmetka-osej.md
I0329	П	СОМНЕНИЕ: В — сверились с эталоном не по той величине: проверка мимо предмета (П) или неверно вычисленная величина (В)
I0330	В	СОМНЕНИЕ: Ф — data-scenes вписан руками (В) и дожил до живой лекции (Ф)
I0331	В	СОМНЕНИЕ: Ф — тот же механизм, что у I0330
I0332	Ф
I0333	С
I0334	П	СОМНЕНИЕ: Ф — маркер напечатался буквально на живом слайде (Ф), но названная починка — грепом по dist, то есть отсутствующая проверка (П)
I0335	не ложится	запись фиксирует УДАЧНЫЙ приём (жёсткая спека + эталонный SVG + обязательный «посмотри PNG» дали распараллеливание на четырёх агентов) с ценой в один пробный прогон — это не поломка, а сработавшее решение; девять осей классифицируют механизмы ПОЛОМКИ, и втискивать сюда удачу значит врать про приоритет
I0336	П
I0337	С
I0338	П
I0339	З
I0340	П
I0341	З
I0342	К
I0343	З
I0344	С
I0345	К
I0346	В
I0347	П	СОМНЕНИЕ: С — символ не рисуется в шрифте вида (С), но записанная цена — что check_view этого не видит (П)
I0348	К
I0349	В	СОМНЕНИЕ: три определения отсутствуют в обоих домах — это предметный пробел содержания, а не механизм процесса; отнёс к В как «реестр языка не покрывает живую практику»
I0350	П
I0351	П
I0352	Ф
I0353	П	СОМНЕНИЕ: тот же механизм, что у I0246
I0354	П	СОМНЕНИЕ: Ф — «заметка не механизм» (KONSTITUCIYA §11): проза вместо красноты (П) или знание без носителя (Ф)
I0355	А
I0356	С
I0357	З
I0358	П
I0359	П	СОМНЕНИЕ: инструмент падал без диагностики — сигнал не различает случаи, как у I0103; на ось ложится небезупречно
I0360	С
I0361	К	СОМНЕНИЕ: К здесь в обобщённой форме — предписанный каноном ход не исполним или не очевиден в инструменте, и потому рождает ступор вместо исполнения; грунт для такого чтения — I0282/I0377, где «законный ход существовал в тексте и не существовал в руках»
I0362	К	СОМНЕНИЕ: то же обобщение К, что у I0361
I0363	К	СОМНЕНИЕ: не ложится — самая натянутая из четырёх записей семейства «предписанный каноном ход не исполним в инструменте»: коллизии двух указаний в ней нет вовсе. Держу в К ради единства семейства с I0361/I0362 — и потому, что верификатор независимо, не видя моего вердикта, пришёл к К для I0361 тем же обобщением. Кандидат в десятую ось (DYRY §6 п.2)
I0364	Ф
I0365	П
I0366	В
I0367	С
I0368	З
I0369	К
I0370	А	СОМНЕНИЕ: С — предпосылку захода не проверили (А), потому что в песочнице аналитика нужная папка не примонтирована (С); редкий случай, где дефект входа имеет прямую средовую причину
I0371	К
I0372	З
I0373	П	СОМНЕНИЕ: Ф и А — «лекарством была проза, которая не переносится на следующий инструмент»: это главный тезис всего корпуса, и он честно стоит на границе трёх осей (проза не краснеет — П; знание без носителя — Ф; до входа не доезжает — А)
I0374	П
I0375	П
I0376	А
I0377	К
I0378	С
I0379	З
I0380	Ф
I0381	К	СОМНЕНИЕ: Ф — эталон проваливает свой же аудит: несовместимость «гейт зелёный» и «канон не переписывать» (К) или правило, не доехавшее до собственного носителя (Ф)
I0382	Ф
I0383	Ф
I0384	Ф
I0385	Ф
I0386	Ф
I0387	Ф
I0388	П
I0389	С
I0390	С
I0391	С
I0392	С	СОМНЕНИЕ: Ф — свойство среды (rAF-троттлинг) первично (С), но записанная приписка — что находка верификатора нигде не закреплена (Ф)
I0393	П
I0394	В
I0395	С
I0396	В
I0397	С
I0398	И
I0399	И
I0400	С
I0401	С
I0402	С
I0403	С
I0404	С
I0405	С
I0406	В
I0407	С
I0408	С	СОМНЕНИЕ: П — добыча субагентов не доехала до файла (С) и не была бы замечена без сверки (П)
I0409	С
I0410	С
I0411	С
I0412	С
I0413	С
I0414	А
I0415	С
I0416	А	СОМНЕНИЕ: П — стоп-порог захода переинтерпретирован: критерий, допускающий интерпретацию (А), или порог без механизма, который бы покраснел (П)
I0417	С
I0418	С
I0419	П	СОМНЕНИЕ: И — ложный зелёный судьи «фейков нет» (П) поверх шести фактических ошибок, каждая из которых сама по себе И
I0420	А
I0421	С
I0422	С
I0423	С
I0424	С
I0425	А
I0426	С
I0427	С
I0428	С
I0429	И
I0430	П
I0431	С
I0432	С
I0433	С
I0434	П
I0435	С
I0436	А
I0437	С
I0438	Ф
I0439	П
I0440	Ф
I0441	А	СОМНЕНИЕ: П — греп-паттерн критерия ловит не то, что заявлено: дефект внутри текста захода (А) или недостоверная проверка (П)
I0442	А
I0443	А	СОМНЕНИЕ: П — задание назначило два бага, а класс дефекта оказался шире: узкие границы входа (А) или незаявленный охват проверки (П)
I0444	А
I0445	С
I0446	С
I0447	П
I0448	С
I0449	А	СОМНЕНИЕ: К — заход противоречит САМ СЕБЕ (два своих же порога несовместимы): держу это на А, а К оставляю для столкновения РАЗНЫХ авторитетов (канон против контракта, инструмент против задания)
I0450	С
I0451	С
I0452	С	СОМНЕНИЕ: А — стек, заявленный заходом, не установлен: отказ среды (С) или непроверенная предпосылка входа (А)
I0453	К	СОМНЕНИЕ: А — контракт схемы противоречит сам себе, но от него зависят и заход, и линтер, и буквальное исполнение валит сборку: столкновение авторитетов, а не описка одного автора
I0454	С
I0455	С
I0456	В	СОМНЕНИЕ: К — здесь документ-сирота БЕЗ столкновения с READ-ONLY: просто реестр не полон (В); четыре записи про «пять сирот» размечены как К именно потому, что там названо столкновение
I0457	В
I0458	П
I0459	С
I0460	В
I0461	В
